source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating
tucsonstandard.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
tularetimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
tpusa.com,usa,right,low,mostly free,organization/foundation,minimal traffic,low credibility
tuscaloosaleader.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
uncoverdc.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility
understandingthethreat.com,usa,extreme right,low,mostly free,organization/foundation,minimal traffic,low credibility
uniteamericafirst.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility
unitynewsnetwork.co.uk,united kingdom,right,mixed,mostly free,website,minimal traffic,low credibility
unmuzzlednews.com,usa,far right,mixed,mostly free,website,medium traffic,low credibility
upgazette.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
upperdeltanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
usbacklash.org,usa,extreme right,very low,mostly free,website,minimal traffic,low credibility
usareally.com,russia,right,very low,limited freedom,website,minimal traffic,low credibility
usasupreme.com,unknown,extreme right,very low,,website,minimal traffic,low credibility
ussanews.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility
vancouvertimes.org,canada,right,mixed,mostly free,website,medium traffic,low credibility
patriotfront.us,usa,extreme right,very low,mostly free,organization/foundation,minimal traffic,low credibility
vdare.com,usa,extreme right,low,mostly free,organization/foundation,medium traffic,low credibility
verdugosnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
victorvalleytimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
vidmax.com,cyprus,extreme right,low,mostly free,website,medium traffic,low credibility
viralcocaine.com,unknown,,low,,website,minimal traffic,low credibility
thevirginiastar.com,usa,right,mixed,mostly free,website,minimal traffic,low credibility
visiontimes.com,usa,right,mixed,mostly free,website,medium traffic,low credibility
wallbuilders.com,usa,extreme right,low,mostly free,organization/foundation,minimal traffic,low credibility
waronfakes.com,russia,right,very low,limited freedom,website,minimal traffic,low credibility
warnerrobinstoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
warroom.org,usa,extreme right,very low,mostly free,website,medium traffic,low credibility
washingtonsources.org,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility
washingtontimes.com,usa,right-center,mixed,mostly free,newspaper,high traffic,low credibility
waterfordtoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
waterlootimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
waynedupree.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility
wcgeorgianews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
wcindiananews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
wciowanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
wcminnesotanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
wcmissnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
weibo.com,china,left,mixed,total oppression,website,high traffic,low credibility
westatlantanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
wethepeopledaily.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility
westbanklanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
wcalabamanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
wcmichigannews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westcentralreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westcontracostanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westcooknews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westdsmnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westeldoradonews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westernwaynetoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westflnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westhillsboroughnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westindynews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westernjournal.com,usa,far right,mixed,mostly free,website,high traffic,low credibility
westlatimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westmassnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westoctimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westpennyroyalnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westsbvtimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westsfvtoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westsgvnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westtwincities.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westventuranews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
westvolusianews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
whatfinger.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility
whatstheharm.net,unknown,,mixed,,website,minimal traffic,low credibility
wichitastandard.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
willcountygazette.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
winecountrytimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
wiregrasstimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
wisconsinlaketimes.com,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility
thepublicdiscourse.com,usa,extreme right,low,mostly free,organization/foundation,minimal traffic,low credibility
wndnewscenter.org,usa,extreme right,low,mostly free,organization/foundation,minimal traffic,low credibility
womenarehuman.com,usa,right,mixed,mostly free,website,minimal traffic,low credibility
facebook.com,usa,left,mixed,mostly free,website,medium traffic,low credibility
worldgreynews.com,serbia,unrated,very low,moderate freedom,website,minimal traffic,low credibility
wnd.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility
wn.com,usa,least biased,mixed,mostly free,website,minimal traffic,low credibility
worldstarhiphop.com,usa,left,mixed,mostly free,website,high traffic,low credibility
worldtribune.com,usa,far right,low,mostly free,website,minimal traffic,low credibility
wyandottetimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
news.cn,china,left,mixed,total oppression,news agency,high traffic,low credibility
xinhuanet.com,china,left,mixed,total oppression,news agency,high traffic,low credibility
yavapainews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
yellowhammertimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
yaliberty.org,usa,far right,low,mostly free,organization/foundation,minimal traffic,low credibility
yc.news,usa,right,mixed,mostly free,website,minimal traffic,low credibility
yournews.com,usa,right,mixed,mostly free,website,medium traffic,low credibility
yubasuttertimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
z3news.com,usa,extreme right,very low,mostly free,website,minimal traffic,low credibility
mdpi.com,switzerland,pro-science,mixed,excellent,journal,minimal traffic,medium credibility
airspacemag.com,usa,least biased,very high,mostly free,magazine,medium traffic,high credibility
cornell.edu,usa,pro-science,high,mostly free,organization/foundation,high traffic,high credibility
aap.org,usa,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility
aaas.org,usa,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility
cancer.org,usa,pro-science,very high,mostly free,organization/foundation,high traffic,high credibility
agu.org,usa,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility
ajaonline.org,usa,pro-science,very high,mostly free,journal,minimal traffic,high credibility
aphapublications.org,usa,pro-science,very high,mostly free,journal,medium traffic,high credibility
lung.org,usa,pro-science/left-center,high,mostly free,organization/foundation,medium traffic,high credibility
ama-assn.org,usa,pro-science,high,mostly free,organization/foundation,high traffic,high credibility
aps.org,usa,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility
psychiatry.org,usa,pro-science (left-leaning),high,mostly free,organization/foundation,medium traffic,high credibility
apsa.org,usa,pro-science (left-leaning),high,mostly free,organization/foundation,minimal traffic,high credibility
americanscientist.org,usa,pro-science,very high,mostly free,magazine,medium traffic,high credibility
archaeology.org,usa,pro-science,high,mostly free,magazine,medium traffic,high credibility
astronomy.com,usa,pro-science,very high,mostly free,magazine,medium traffic,high credibility
skeptics.com.au,australia,pro-science,high,mostly free,website,minimal traffic,high credibility
autisticadvocacy.org,usa,pro-science,very high,mostly free,organization/foundation,minimal traffic,high credibility
sciencefocus.com,united kingdom,pro-science,high,mostly free,magazine,medium traffic,high credibility
biomedcentral.com,united kingdom,pro-science,high,mostly free,organization/foundation,medium traffic,high credibility
biospace.com,usa,pro-science,mixed,mostly free,website,medium traffic,high credibility
bio.org,usa,pro-science,very high,mostly free,organization/foundation,minimal traffic,high credibility
carbonbrief.org,united kingdom,left-center,high,mostly free,website,medium traffic,high credibility
cdc.gov,usa,pro-science,very high,mostly free,organization/foundation,high traffic,high credibility
climateactiontracker.org,germany,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility
climatecentral.org,usa,left-center – pro-science,high,mostly free,website,medium traffic,high credibility
climatefeedback.org,france,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility
climatesciencewatch.org,usa,left-center pro-science,high,mostly free,organization/foundation,medium traffic,high credibility
cochrane.org,united kingdom,pro-science,very high,mostly free,organization/foundation,high traffic,high credibility
consumerlab.com,usa,pro-science,high,mostly free,website,medium traffic,high credibility
contagionlive.com,usa,pro-science,very high,mostly free,journal,medium traffic,high credibility
cosmosmagazine.com,australia,pro-science,high,mostly free,magazine,medium traffic,high credibility
covid.gov,usa,pro-science,very high,mostly free,organization/foundation,high traffic,high credibility
disabilityscoop.com,usa,pro-science,high,mostly free,website,minimal traffic,high credibility
discovermagazine.com,usa,pro-science,high,mostly free,magazine,medium traffic,high credibility
drugs.com,new zealand,pro-science,very high,excellent,website,high traffic,high credibility
earthsky.org,usa,pro-science,high,mostly free,website,medium traffic,high credibility
britannica.com,usa,least pro-science,high,mostly free,website,high traffic,high credibility
eurekalert.org,usa,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility
everydayhealth.com,usa,pro-science,high,mostly free,website,high traffic,high credibility
fas.org,usa,pro-science,high,mostly free,organization/foundation,medium traffic,high credibility
frontiersin.org,switzerland,pro-science,mixed,excellent,journals,high traffic,high credibility
frontiersin.org,switzerland,pro-science,mixed,excellent,journal,medium traffic,high credibility
frontiersin.org,switzerland,pro-science,mixed,excellent,journal,minimal traffic,high credibility
frontiersin.org,switzerland,pro-science,mixed,mostly free,journal,minimal traffic,high credibility
futurism.com,usa,pro-science,mixed,mostly free,website,medium traffic,high credibility
genengnews.com,usa,pro-science,high,mostly free,website,medium traffic,high credibility
geneticliteracyproject.org,usa,pro-science,high,mostly free,organization/foundation,medium traffic,high credibility
healio.com,usa,pro-science,high,mostly free,website,medium traffic,high credibility
healthaffairs.org,usa,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility
healthline.com,usa,pro-science,mixed,mostly free,website,high traffic,high credibility
ieee.org,usa,pro-science,very high,mostly free,organization/foundation,high traffic,high credibility
healthdata.org,usa,pro-science,high,mostly free,organization/foundation,medium traffic,high credibility
issues.org,usa,pro-science,high,mostly free,journal,minimal traffic,high credibility
hopkinsmedicine.org,usa,pro-science,very high,mostly free,organization/foundation,high traffic,high credibility
livescience.com,usa,pro-science,high,mostly free,website,high traffic,high credibility
mdpi.com,switzerland,pro-science,mixed,excellent,journals,high traffic,medium credibility
medicalnewstoday.com,united kingdom,pro-science,high,mostly free,website,high traffic,high credibility
medpagetoday.com,usa,pro-science,very high,mostly free,website,mediumtraffic,high credibility
mentaldaily.com,usa,pro-science,high,mostly free,website,minimal traffic,high credibility
nationalgeographic.com,usa,pro-science,high,mostly free,magazine,high traffic,high credibility
nature.com,united kingdom,pro-science,very high,mostly free,journal,high traffic,high credibility
newatlas.com,usa,pro-science,high,mostly free,website,high traffic,high credibility
nejm.org,usa,pro-science,very high,mostly free,journal,high traffic,high credibility
news-medical.net,australia,pro-science / least biased,mixed,mostly free,website,high traffic,high credibility
paho.org,usa,pro-science,high,mostly free,organization/foundation,medium traffic,high credibility
psychcentral.com,usa,pro-science,high,mostly free,website,high traffic,high credibility
psychologytoday.com,usa,pro-science,high,mostly free,magazine,high traffic,high credibility
psypost.org,usa,pro-science,high,mostly free,website,medium traffic,high credibility
nih.gov,usa,pro-science,high,mostly free,website/journal,high traffic,high credibility
researchgate.net,germany,pro-science,high,mostly free,website,high traffic,high credibility
resourcewatch.org,usa,pro-science,high,mostly free,organization/foundation,minimal traffic,high credibility
sciencedirect.com,netherlands,pro-science,high,excellent,website,high traffic,high credibility
sciencefeedback.co,france,pro-science,very high,mostly free,organization/foundation,minimal traffic,high credibility
scienceillustrated.com.au,australia,pro-science,high,mostly free,website/magazine,minimal traffic,high credibility
science.org,usa,pro-science,very high,mostly free,journal,high traffic,high credibility
sciencealert.com,australia,pro-science,high,mostly free,website,high traffic,high credibility
scientificamerican.com,usa,left-center,high,mostly free,magazine,high traffic,high credibility
scitechdaily.com,usa,pro-science,high,mostly free,website,high traffic,medium credibility
ucsd.edu,usa,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility
singularityhub.com,usa,pro-science,high,mostly free,website,medium traffic,high credibility
aip.org,usa,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility
thelancet.com,united kingdom,pro-science,very high,mosty free,journal,high traffic,high credibility
thelogicofscience.com,usa,least biased,high,mostly free,website,minimal traffic,high credibility
the-scientist.com,usa,left leaning pro-science,very high,mostly free,magazine,medium traffic,high credibility
skepdic.com,usa,pro-science,very high,mostly free,website,minimal traffic,high credibility
blogspot.com,usa,pro-science,high,mostly free,website,minimal traffic,high credibility
unep.org,kenya,pro-science,high,limited freedom,organization/foundation,medium traffic,high credibility
universetoday.com,canada,pro-science,high,mostly free,website,medium traffic,high credibility
ornl.gov,usa,pro-science,high,mostly free,website,medium traffic,high credibility
vaxopedia.org,usa,pro-science,high,mostly free,website,minimal traffic,high credibility
verywellhealth.com,usa,pro-science,high,mostly free,website,high traffic,high credibility
verywellfamily.com,usa,pro-science,high,mostly free,website,high traffic,high credibility
verywellfit.com,usa,pro-science,high,mostly free,website,high traffic,high credibility
webmd.com,usa,pro-science,high,mostly free,website,high traffic,high credibility
who.int,switzerland,pro-science,high,mostly free,organization/foundation,high traffic,high credibility
wmo.int,switzerland,pro-science,very high,mostly free,organization/foundation,medium traffic,high credibility
zmescience.com,romania,pro-science,high,moderate freedom,website,medium traffic,high credibility
courier-tribune.com,usa (44/180 press freedom),least biased,high,,website,minimal traffic,high credibility
burnettcountysentinel.com,usa,,mixed,usa 48/180,,,
cpac.ca,canada (14/180 press freedom),least biased,high,,tv station,minimal traffic,high credibility
law.com,usa (44/180 press freedom),least biased,high,,website,medium traffic,high credibility
daily-journal.com,usa,,high,usa 48/180,,,
federaltimes.com,usa (44/180 press freedom),least biased,high,,website/magazine,minimal traffic,high credibility
healthcarefinancenews.com,usa (44/180 press freedom),least biased,high,,website,minimal traffic,high credibility
icij.org,usa,,very high,usa 45/180,,,
iea.org,france (34/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility
cambridge.org,united kingdom,,very high,uk 35/180,,,
rescue.org,usa,,high,usa 45/180,,,
ire.org,usa,,very high,usa 45/180,,,
jacksonsun.com,usa,,high,usa 45/180 (2020),,,
janes.com,united kingdom,,high,uk 35/180,,,
jta.org,usa,,high,usa 45/180 (2020),,,
journalgazette.net,usa,,high,usa 45/180,,,
justicedenied.org,usa,,high,usa 45/180,,,
knowyourmeme.com,usa (44/180 press freedom),least biased,high,,website,high traffic,high credibility
knowherenews.com,usa,,high,usa 45/180,,,
knoxnews.com,,,high,usa 45/180,,,
alaskasnewssource.com,usa (44/180 press freedom),least biased,high,,tv station,medium traffic,high credibility
lansingstatejournal.com,usa,,high,usa 45/180,,,
lcsun-news.com,usa,,high,usa 45/180,,,
lawfareblog.com,usa,,very high,usa 45/180,,,
leadstories.com,usa (44/180 press freedom),least biased,very high,,website,medium traffic,high credibility
journalstar.com,usa,,high,usa 45/180,,,
news-journal.com,usa,,high,usa 45/180,,,
makeuseof.com,usa,,high,usa 45/180,,,
memeorandum.com,usa (44/180 press freedom),least biased,mixed,,website,medium traffic,medium credibility
mentalfloss.com,usa,,high,usa 45/180,,,
merionwest.com,usa,,high,usa 45/180,,,
metrowestdailynews.com,usa,,high,usa 45/180,,,
military.com,usa (44/180 press freedom),least biased,high,,website,high traffic,high credibility
militarytimes.com,usa (45/180 press freedom),least biased,high,,newspaper,high traffic,high credibility
missoulian.com,usa,,high,usa 45/180,,,
mtstandard.com,usa,,high,usa 45/180,,,
napavalleyregister.com,usa,,high,usa 45/180,,,
nber.org,usa (45/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility
ncsl.org,usa,,high,usa 45/180,,,
followthemoney.org,usa (44/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility
nationaljournal.com,usa,,high,usa 45/180,,,
nationmaster.com,australia (25/180 press freedom),least biased,high,,website,medium traffic,high credibility
newbernsj.com,usa,,high,usa 45/180,,,
necn.com,usa (44/180 press freedom),least biased,high,,tv station,medium traffic,high credibility
nzherald.co.nz,new zealand,,high,new zealand 9/180,,,
kfor.com,usa,,high,usa 45/180,,,
newsfactsnetwork.com,usa,,very high,usa 45/180,,,
newslookup.com,usa (44/180 press freedom),least biased,mixed,,website,minimal traffic,medium credibility
newsela.com,usa,,high,usa 45/180,,,
yournewsnet.com,usa,,high,usa 45/180,,,
newsnow.co.uk,united kingdom,,mixed,uk 35/180,,,
nst.com.my,malaysia,,mixed,malaysia 101/180,,,
newzjunky.com,usa,,mixed,usa 45/180,,,
nextgov.com,usa,,high,usa 45/180,,,
nolabels.org,usa (44/180 press freedom),least biased,high,,organization/foundation,minimal traffic,high credibility
noozhawk.com,usa (44/180 press freedom),least biased,high,,website,medium traffic,high credibility
norfolkdailynews.com,usa,,high,usa 45/180,,,
oyez.org,usa,,very high,usa 45/180,,,
guampdn.com,guam,,high,usa territory 45/180,,,
patch.com,usa (44/180 press freedom),least biased,high,,website,high traffic,high credibility
patheos.com,usa (44/180 press freedom),least biased,mixed,,website,medium traffic,medium credibility
pnj.com,usa,,high,usa 45/180,,,
pgpf.org,usa,,high,usa 45/180,,,
piie.com,usa (44/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility
placesjournal.org,usa (45/180 press freedom),least biased,high,,organization/foundation,minimal traffic,high credibility
poconorecord.com,usa,,high,usa 45/180,,,
politicalwire.com,usa,,high,usa 45/180,,,
polygraph.info,usa,,high,usa 45/180,,,
poynter.org,usa (45/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility
prnewswire.com,usa (44/180 press freedom),least biased,high,,news agency,high traffic,high credibility
procon.org,usa (44/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility
publicpolicypolling.com,usa,,high,usa 45/180,,,
prri.org,usa,,very high,usa 45/180,,,
qctimes.com,usa,,high,usa 45/180,,,
rapidcityjournal.com,usa,,high,usa 45/180,,,
rare.us,usa,,mixed,usa 45/180,,,
recode.net,usa,,high,usa 45/180,,,
rsf.org,france (34/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility
reporterslab.org,usa (45/180 press freedom),least biased,very high,,website,minimal traffic,high credibility
riverbender.com,usa (45/180 press freedom),least biased,high,,website,medium traffic,high credibility
rollcall.com,usa (44/180 press freedom),least biased,very high,,newspaper,medium traffic,high credibility
sandiegouniontribune.com,usa,,high,usa 45/180,,,
sanmarcosrecord.com,usa,,high,usa 45/180,,,
santamariatimes.com,usa,,high,usa 45/180,,,
heraldtribune.com,usa,,high,usa 45/180,,,
sayfiereview.com,usa (44/180 press freedom),least biased,high,,website,minimal traffic,high credibility
sciencedebate.org,usa,,very high,usa 45/180,,,
scoopnest.com,france,,mixed,france 29/180,,,
scotusblog.com,usa (45/180 press freedom),least biased,high,,organization/foundation,medium traffic,high credibility
shreveporttimes.com,usa,,high,usa 45/180,,,
siouxcityjournal.com,usa (44/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility
smartnews.com,japan (67/180 press freedom),least biased,mixed,,website,high traffic,medium credibility
southbendtribune.com,usa (44/180 press freedom),least biased,high,,newspaper,medium traffic,high credibility
sun-sentinel.com,usa (44/180 press freedom),least biased,high,,newspaper,high traffic,high credibility
swtimes.com,usa (44/180 press freedom),least biased,high,,website,medium traffic,high credibility
sctimes.com,usa,,high,usa 45/180,,,
stripes.com,usa (44/180 press freedom),least biased,high,,newspaper,medium traffic,high credibility
silive.com,usa,,high,usa 45/180,,,
statesmanjournal.com,usa (44/180 press freedom),least biased,high,,newspaper,medium traffic,high credibility
stimson.org,usa,,high,usa 45/180,,,
stratfor.com,usa,,high,usa 45/180,,,
taipeitimes.com,taiwan,,high,taiwan 43/180,,,
telegram.com,usa,,high,usa 45/180,,,
texasstandard.org,usa (44/180 press freedom),least biased,high,,radio station,medium traffic,high credibility
thatsnonsense.com,united kingdom,,high,uk 35/180,,,
auburnpub.com,usa,,high,usa 45/180,,,
newsoptimist.ca,canada,,high,canada 16/180,,,
thecipherbrief.com,usa (44/180 press freedom),least biased,high,,website,minimal traffic,high credibility
theconversation.com,australia (26/180 press freedom),least biased,very high,,website,high traffic,high credibility
dailygazette.com,usa,,high,usa 45/180,,,
dailynorthwestern.com,usa,,high,usa 45/180,,,
defconwarningsystem.com,usa (44/180 press freedom),least biased,high,,website,minimal traffic,high credibility
heraldnews.com,usa,,high,usa 45/180,,,
herald-dispatch.com,usa,,high,usa 45/180,,,
heraldsun.com,usa,,high,usa 45/180,,,
jamestown.org,,,high,usa 45/180 (2020),,,
journalstandard.com,usa,,high,usa 45/180,,,
macon.com,usa,,high,usa 45/180,,,
themarshallproject.org,usa,,high,usa 45/180,,,
memepoliceman.com,usa (44/180 press freedom),least biased,mixed,,website,minimal traffic,high credibility
modbee.com,usa,,high,usa 45/180,,,
thenevadaindependent.com,usa,,high,usa 45/180,,,
thenews.mx,mexico,,high,mexico 143/180,,,
newslit.org,usa (44/180 press freedom),least biased,high,,organization/foundation,minimal traffic,high credibility
waff.com,usa (44/180 press freedom),least biased,high,,tv station,medium traffic,high credibility
wcjb.com,usa (44/180 press freedom),least biased,high,,tv station,medium traffic,high credibility
americablog.com,usa,left,high,,website,minimal traffic,high credibility
electronicintifada.net,usa,,mixed,usa 45/180,,,
elle.com,usa,,mixed,usa 45/180,,,
foreignpolicyjournal.com,usa,,mixed,usa 48/180,,,
globalvoices.org,usa,,high,usa 48/180,,,
intrepidreport.com,usa,,mixed,usa 45/180,,,
iowastartingline.com,usa,,high,usa 45/180 (2020),,,
itsgoingdown.org,usa,,mixed,usa 45/180 (2020),,,
joebiden.com,usa (44/180 press freedom),left,mixed,,website,medium traffic,high credibility
latest.com,usa,,mixed,usa 45/180,,,
lavendermagazine.com,usa,,high,usa 45/180,,,
leftfootforward.org,united kingdom (44/180 press freedom),left-center,mixed,,website,minimal traffic,medium credibility
leftvoice.org,usa (44/180 press freedom),left,mixed,,website,minimal traffic,medium credibility
lgbtqnation.com,usa,,mixed,usa 45/180,,,
libcom.org,usa (44/180 press freedom),far left,mixed,,website,medium traffic,medium credibility
liberalamerica.org,usa,,mixed,usa 45/180,,,
liberationnews.org,usa (44/180 press freedom),left,mixed,,website,minimal traffic,medium credibility
littlegreenfootballs.com,usa,,high,usa 45/180,,,
mainebeacon.com,usa (44/180 press freedom),left,high,,organization/foundation,minimal traffic,high credibility
mashable.com,usa,,mixed,usa 45/180,,,
merryjane.com,usa (45/180 press freedom),left,mixed,,website,medium traffic,medium credibility
miaminewtimes.com,usa (45/180 press freedom),left-center,high,,newspaper,minimal traffic,high credibility
middleeastmonitor.com,united kingdom,,mixed,uk 33/180,,,
muncievoice.com,usa (44/180 press freedom),left,mixed,,website,minimal traffic,medium credibility
modernliberals.com,usa,,mixed,usa 45/180,,,
monthlyreview.org,usa,,high,usa 45/180,,,
msmagazine.com,usa (44/180 press freedom),left,high,,magazine,medium traffic,high credibility
nationofchange.org,usa,,mixed,usa 45/180,,,
naacp.org,usa,,high,usa 45/180,,,
nrdc.org,usa (44/180 press freedom),left,mixed,,organization/foundation,medium traffic,high credibility
newint.org,united kingdom,,high,uk 35/180,,,
newpol.org,usa,,mixed,usa 45/180,,,
newstatesman.com,united kingdom (33/180 press freedom),left-center,high,,magazine,medium traffic,high credibility
amsterdamnews.com,usa,,high,usa 45/180,,,
newscorpse.com,usa,,mixed,usa 45/180,,,
newshounds.us,usa,,mixed,usa 45/180,,,
newsone.com,usa (44/180 press freedom),left,mixed,,website,medium traffic,high credibility
north99.org,canada,,mixed,canada 16/180,,,
occupy.com,usa,,high,usa 45/180,,,
onegreenplanet.org,usa,,mixed,usa 45/180,,,
opednews.com,usa (45/180 press freedom),left,mixed,,website,minimal traffic,medium credibility
pastemagazine.com,usa,,high,usa 45/180,,,
peacock-panache.com,usa,,mixed,usa 45/180,,,
pfaw.org,usa (44/180 press freedom),left,mixed,,organization/foundation,minimal traffic,medium credibility
people.com,usa (44/180 press freedom),left,high,,magazine,high traffic,high credibility
pinknews.co.uk,united kingdom,,high,uk 35/180,,,
politicaldig.com,usa,,mixed,usa 45/180,,,
politizoom.com,usa,,mixed,usa 45/180,,,
pressprogress.ca,canada,,high,canada 16/180,,,
projectcensored.org,usa (44/180 press freedom),left,high,,organization/foundation,minimal traffic,high credibility
queerty.com,usa (44/180 press freedom),left,high,,website,medium traffic,high credibility
rabble.ca,canada,,high,canada 16/180,,,
rantt.com,usa,,high,usa 45/180,,,
rsn.org,usa (44/180 press freedom),left,mixed,,website,minimal traffic,low credibility
readingthepictures.org,usa (44/180 press freedom),left,mixed,,organization/foundation,minimal traffic,medium credibility
redpepper.org.uk,united kingdom,,high,uk 35/180,,,
refinery29.com,usa (45/180 press freedom),left,mixed,,website,high traffic,high credibility
republicreport.org,usa,,high,usa 45/180,,,
resilience.org,usa,,mixed,usa 45/180,,,
revcom.us,usa,,mixed,usa 45/180,,,
rewirenewsgroup.com,usa,,high,usa 45/180,,,
rightwingwatch.org,usa (44/180 press freedom),left,high,,organization/foundation,medium traffic,high credibility
trofire.com,usa (44/180 press freedom),left,mixed,,radio station/website,minimal traffic,medium credibility
scarymommy.com,usa (45/180 press freedom),left,mixed,,website,medium traffic,medium credibility
secondnexus.com,usa,,mixed,usa 45/180,,,
seventeen.com,usa,,high,usa 45/180,,,
shadowproof.com,usa (44/180 press freedom),left,high,,website,minimal traffic,high credibility
shareblue.com,usa,,mixed,usa 45/180,,,
smirkingchimp.com,usa (44/180 press freedom),left,mixed,,website,medium traffic,medium credibility
socialistworker.org,usa,,high,usa 45/180,,,
sourcepolitics.com,usa,,mixed,usa 45/180,,,
sourcewatch.org,usa,,high,usa 45/180,,,
splinternews.com,usa,,mixed,usa 45/180,,,
stpete4peace.org,usa (45/180 press freedom),left,mixed,,website,minimal traffic,medium credibility
teenvogue.com,usa,,mixed,usa 45/180,,,
advocate.com,usa (44/180 press freedom),left,high,,magazine,medium traffic,high credibility
austinchronicle.com,usa,,high,usa 45/180,,,
thebaffler.com,usa (44/180 press freedom),left,high,,magazine,medium traffic,high credibility
theblueroute.org,usa,,mixed,usa 45/180,,,
theburningspear.com,usa (44/180 press freedom),left,high,,newspaper,medium traffic,high credibility
thecanary.co,united kingdom,,mixed,uk 35/180,,,
climaterealityproject.org,usa (45/180 press freedom),left,mixed,,organization/foundation,medium traffic,high credibility
daily49er.com,usa,,high,usa 48/180,,,
thedailybanter.com,usa,,mixed,usa 45/180,,,
the-daily.buzz,usa,,mixed,usa 45/180,,,
thedailyvox.co.za,south africa,,high,south africa 31/180,,,
